"ISO","Language","Family","Area","H","H_unigram","L2prop","MC","NumChap","Population","Rangesize","vehicularity","ethnologue_L2_users","used_as_L2_by","notes"
"mgp","Eastern Magar","Sino-Tibetan","Indic",NA,NA,0,0.800000011920929,5,555000,5965.810924,0,FALSE,NA,""
"mgr","Mambwe-Lungu","Niger-Congo","S-Africa",NA,NA,0,1,3,674000,24814.62323,0,FALSE,NA,""
"mgu","Mailu","Trans-New-Guinea","S-New-Guinea",NA,NA,0,0.5,2,8500,577.8124192,0,FALSE,"bwk:bxz:dof:zgr:mze",""
"mgw","Matumbi","Niger-Congo","S-Africa",NA,NA,0,0.666666686534882,6,72000,5944.03124,0,FALSE,NA,""
"mhd","Mbugu","Mixed-language","S-Africa",NA,NA,0,1,1,7000,192.8609542,0,FALSE,NA,""
"mhi","Ma'di","Nilo-Saharan","S-Africa",1.64499700069428,8.31415367126465,0,0.25,11,314000,8670.78175,0,FALSE,NA,""
"mhj","Mogholi","Altaic","Inner-Asia",NA,NA,0,0.666666686534882,7,200,60.63534489,0,FALSE,NA,"No known L1 speakers"
"mhk","Mungaka","Niger-Congo","African-Savannah",NA,NA,0,0.75,4,50100,410.1438694,0,FALSE,"pny",""
"mhl","Mauwake","Trans-New-Guinea","",1.44427263736725,8.88483238220215,0,NA,NA,2390,206.4453707,0,FALSE,NA,""
"mhq","Mandan","Siouan-Catawban","Basin-and-Plains",NA,NA,0,1,11,6,144.530437,0,TRUE,NA,"L2prop==0 in Ethnologue"
"mhr","Eastern Mari","Uralic","Inner-Asia",1.73603367805481,10.4988441467285,0,0.699999988079071,10,451000,29095.78646,0,FALSE,"mrj",""
"mhs","Buru","Austronesian","Oceania",NA,NA,0,0.5,1,33000,7555.75699,0,FALSE,NA,""
"mhu","Digaro-Mishmi","Sino-Tibetan","Indic",NA,NA,0,0.834821403026581,8,9470,1745.415273,0,FALSE,"mxj",""
"mhx","Maru","Sino-Tibetan","Southeast-Asia",1.30016136169434,8.43278312683106,0,0,6,103500,1204.8032,0,FALSE,NA,""
"mhy","Ma'anyan","Austronesian","Southeast-Asia",1.44845163822174,8.54249572753906,0,NA,NA,150000,3915.159667,0,FALSE,NA,""
"mhz","Mor","Austronesian","N-Coast-New-Guinea",NA,NA,0,1,2,700,246.7587921,0,FALSE,NA,""
"mib","Atatláhuca Mixtec","Otomanguean","Mesoamerica",1.38600730895996,7.78686618804932,0,NA,NA,8300,107.2275944,0,FALSE,NA,""
"mic","Micmac","Algic","E-North-America",1.57102990150452,NA,0,NA,NA,9290,2217.499463,0,FALSE,NA,""
"mie","Ocotepec Mixtec","Otomanguean","Mesoamerica",1.33294880390167,7.392014503479,0,0.142857149243355,7,6500,304.6471285,0,FALSE,NA,""
"mif","Mofu-Gudur","Afro-Asiatic","African-Savannah",1.29778432846069,7.58318614959717,0,0,3,60000,245.5829781,0,FALSE,"cuv:gou:xmd",""
"mig","San Miguel el Grande Mixtec","Otomanguean","Mesoamerica",1.31393814086914,8.92734146118164,0,0.428342491388321,26,14500,254.8929216,0,FALSE,NA,""
"mih","Chayuco Mixtec","Otomanguean","Mesoamerica",1.26070737838745,6.89364242553711,0,NA,NA,30000,164.8466491,0,FALSE,NA,""
"mik","Mikasuki","Muskogean","E-North-America",NA,NA,0,1,9,400,450.9054359,0,FALSE,"mus",""
"mil","Peñoles Mixtec","Otomanguean","Mesoamerica",1.14958941936493,8.94328022003174,0,0.333333343267441,9,13400,183.7125711,0,FALSE,NA,""
"mim","Alacatlatzala Mixtec","Otomanguean","Mesoamerica",NA,NA,0,1,1,22200,318.4414945,0,FALSE,NA,""
"min","Minangkabau","Austronesian","Southeast-Asia",1.33936619758606,8.6953296661377,0,0.090909093618393,11,5530000,39985.29333,0,FALSE,NA,""
"mio","Pinotepa Nacional Mixtec","Otomanguean","Mesoamerica",1.10516381263733,6.67039108276367,0,0.428571432828903,7,20000,306.5215579,0,FALSE,NA,""
"miq","Mískito","Misumalpan","Mesoamerica",1.47373998165131,8.1428689956665,NA,0.518518507480621,9,183000,17791.90734,1,FALSE,"yan:spa",""
"mir","Isthmus Mixe","Mixe-Zoquean","",1.26294338703156,9.03112125396729,0,NA,NA,20000,184.3137283,0,FALSE,NA,""
"mit","Southern Puebla Mixtec","Otomanguean","",1.50827515125275,9.21396636962891,0,NA,NA,1330,134.8531681,0,FALSE,NA,""
"miy","Ayutla Mixtec","Otomanguean","Mesoamerica",NA,NA,0,0,1,8500,284.0517801,0,FALSE,NA,""
"miz","Coatzospan Mixtec","Otomanguean","Mesoamerica",1.43201446533203,8.10381412506104,0,0,1,5000,49.0830961,0,FALSE,NA,""
"mjc","San Juan Colorado Mixtec","Otomanguean","Mesoamerica",1.18454790115356,7.03953456878662,0,NA,NA,13500,235.3352333,0,FALSE,NA,""
"mjd","Northwest Maidu","Maiduan","California",NA,NA,0,1,9,4,263.9379284,0,FALSE,NA,""
"mjg","Tu","Altaic","Inner-Asia",NA,NA,0,0.424242436885834,11,152000,4163.333695,0,FALSE,NA,""
"mjk","Matukar","Austronesian","N-Coast-New-Guinea",NA,NA,0,1,1,430,2.43209822,0,FALSE,"mlp",""
"mjw","Karbi","Sino-Tibetan","Indic",NA,NA,0,0.649999976158142,10,492000,3643.556083,0,FALSE,"sch",""
"mkd","Macedonian","Indo-European","Europe",1.85376143455505,9.34326362609863,NA,0.333333343267441,6,1790000,35061.68764,1,FALSE,NA,""
"mkf","Miya","Afro-Asiatic","African-Savannah",NA,NA,0,0.49230769276619,13,30000,91.72333115,0,FALSE,NA,""
"mkj","Mokilese","Austronesian","Oceania",NA,NA,0,0.365277767181396,18,1050,1.280423533,0,FALSE,NA,""
"mkn","Kupang Malay","Creole","",1.32407820224762,NA,0.428571432828903,NA,NA,200000,933.553949,1,TRUE,"heg:llg:twu:txq",""
"mks","Silacayoapan Mixtec","Otomanguean","Mesoamerica",1.23309171199799,7.81988620758057,0,0,1,18700,1181.424277,0,FALSE,NA,""
"mky","East Makian","Austronesian","Oceania",NA,NA,0,0.332936495542526,21,20000,157.5275255,0,FALSE,NA,""
"mkz","Makasae","Trans-New-Guinea","Oceania",NA,NA,0,0.125,8,70000,3002.872399,0,FALSE,NA,""
"mla","Malo","Austronesian","Oceania",NA,NA,0,0.5,1,4000,180.1763614,0,FALSE,NA,""
"mlh","Mape","Trans-New-Guinea","",1.54225301742554,9.92496013641357,0,NA,NA,5120,466.861154,0,FALSE,NA,""
"mlm","Mulam","Tai-Kadai","Southeast-Asia",NA,NA,0,0.125,2,86000,980.6493124,0,FALSE,NA,""
"mlp","Bargam","Trans-New-Guinea","N-Coast-New-Guinea",1.38848781585693,8.55590629577637,0,1,3,3750,64.96141286,0,FALSE,"mjk",""
"mlq","Western Maninkakan","Niger-Congo","African-Savannah",NA,NA,0,0.75,4,525300,48000.411,0,FALSE,NA,""
"mls","Masalit","Nilo-Saharan","African-Savannah",NA,NA,0,1,12,60900,18968.10999,0,FALSE,NA,""
"mlt","Maltese","Afro-Asiatic","Europe",1.84429907798767,10.029278755188,NA,0.487500011920929,8,300000,313.525928,1,FALSE,NA,""
"mlu","To'abaita","Austronesian","Oceania",NA,NA,0,0,1,12600,108.6951083,0,FALSE,NA,""
"mlv","Motlav","Austronesian","Oceania",NA,NA,0,0.46428570151329,7,2200,48.59142025,0,FALSE,NA,""
"mme","Mae","Austronesian","Oceania",NA,NA,0,0,8,1000,85.05053272,0,FALSE,NA,""
"mmn","Mamanwa","Austronesian","Oceania",NA,NA,0,0.16666667163372,6,5150,169.9501237,0,FALSE,NA,""
"mmo","Mangga Buang","Austronesian","",1.37597465515137,8.58195686340332,0,NA,NA,3000,174.5928021,0,FALSE,NA,""
"mmx","Madak","Austronesian","",1.24566078186035,8.5582971572876,0,NA,NA,3000,631.3306797,0,FALSE,NA,""
"mmy","Migaama","Afro-Asiatic","African-Savannah",NA,NA,0,1,2,20000,1319.498228,0,FALSE,NA,""
"mna","Mbula","Austronesian","N-Coast-New-Guinea",1.45608282089233,8.38384437561035,0,0.5,2,4500,213.4197809,0,FALSE,NA,""
"mnb","Muna","Austronesian","Oceania",1.52502000331879,9.95300388336182,0,0.666666686534882,12,300000,3780.761842,0,FALSE,"tlk",""
"mnc","Manchu","Altaic","Inner-Asia",NA,NA,0,0.833333313465118,6,60,27538.62758,0,FALSE,"dta","semi-speakers"
"mnf","Mundani","Niger-Congo","African-Savannah",1.70929825305939,8.53621578216553,0,1,1,34000,198.5953383,0,FALSE,NA,""
"mnh","Mono","Niger-Congo","African-Savannah",1.30316746234894,7.40456247329712,0,NA,NA,65000,4207.024539,0,FALSE,"fuu:gbg:gox:bjo:nuu:lnl:tor",""
"mni","Meitei","Sino-Tibetan","Southeast-Asia",NA,NA,NA,0.543551564216614,24,1391000,4013.291481,1,FALSE,"aim:anm:cdf:nct:gnb:hmr:nkf:kfw:nkd:kmm:lmk:nbi:nma:nmh:nmo:pub:tro:tcz:nki",""
"mnk","Mandinka","Niger-Congo","African-Savannah",1.45423316955566,7.69774389266968,NA,0.5,3,1346000,14872.49408,1,FALSE,"pbp:bjt:gsl:dyo:krx:mlo",""
"mnr","Mono","Uto-Aztecan","Basin-and-Plains",NA,NA,0,0.857142865657806,7,39,566.5204842,0,FALSE,NA,"semi-speakers"
"mns","Mansi","Uralic","Inner-Asia",NA,NA,0,0.657142877578735,14,2750,6841.104597,0,FALSE,NA,""
"mnw","Mon","Austro-Asiatic","Southeast-Asia",NA,NA,0,0.022727273404598,11,851000,19088.93982,0,FALSE,NA,""
"mnx","Manikion","East-Bird’s-Head-Sentani","N-Coast-New-Guinea",1.16108584403992,8.16801261901856,0,0.75,4,12000,2698.834127,0,FALSE,NA,""
"mnz","Moni","Trans-New-Guinea","Interior-New-Guinea",NA,NA,0,0.5,2,20000,3235.955148,0,FALSE,"ndx:wno",""
"moc","Mocoví","Guaykuruan","SE-South-America",1.30648958683014,8.95233535766602,0,0.75,8,4530,20214.30926,0,FALSE,NA,""
"moe","Montagnais","Algic","E-North-America",NA,NA,0,0.625,4,8480,2013.002028,0,FALSE,"nsk",""
"mog","Mongondow","Austronesian","Oceania",1.45320546627045,8.60623264312744,0,NA,NA,900000,4783.685852,0,FALSE,"llq",""
"moh","Mohawk","Iroquoian","E-North-America",NA,NA,0.027472527697682,0.699999988079071,10,3760,1281.045948,0,TRUE,NA,""
"moj","Monzombo","Niger-Congo","African-Savannah",NA,NA,0,0.5,2,12600,906.0543165,0,FALSE,NA,""
"mok","Morori","Trans-New-Guinea","S-New-Guinea",NA,NA,0,0.5,2,50,922.0374303,0,FALSE,"khd:kcd:kxq:krz",""
"mop","Mopán Maya","Mayan","Mesoamerica",1.15364098548889,7.59695911407471,0,0.5,2,11800,2247.847699,0,FALSE,NA,""
"mor","Moro","Niger-Congo","African-Savannah",1.550665974617,9.53400421142578,0,0.583333313465118,12,30000,1322.157306,0,FALSE,NA,""
"mos","Mòoré","Niger-Congo","African-Savannah",1.73427391052246,8.4966983795166,NA,0.625,8,5019700,67122.11797,1,FALSE,"bib:dgd:gux:xsm:kfz:lee:bfo:stj:sym:skq:nnw:sbd",""
"mov","Mohave","Cochimí-Yuman","Basin-and-Plains",NA,NA,0,0,1,75,735.5685798,0,FALSE,NA,""
"mox","Molima","Austronesian","",1.35718286037445,8.71113204956055,0,NA,NA,4010,343.7289228,0,FALSE,NA,""
"moz","Mukulu","Afro-Asiatic","African-Savannah",NA,NA,0,1,2,12000,331.0880638,0,FALSE,NA,""
"mpb","Mullukmulluk","Australian","N-Australia",NA,NA,0,0.607142865657806,7,10,3880.011211,0,FALSE,NA,""
"mpc","Mangarayi","Australian","N-Australia",NA,NA,0,0.65818452835083,24,50,6976.610832,0,FALSE,NA,""
"mpe","Majang","Nilo-Saharan","Greater-Abyssinia",NA,NA,0.013237063772976,0.857142865657806,7,15300,5571.020545,0,TRUE,"sbf",""
"mph","Maung","Australian","N-Australia",NA,NA,0,0.643633544445038,23,240,762.2346044,0,FALSE,NA,""
"mpj","Martu Wangka","Australian","S-Australia",NA,NA,0,0.200000002980232,1,720,100501.0031,0,FALSE,"kux",""
"mpk","Mbara","Afro-Asiatic","African-Savannah",NA,NA,0,0.571428596973419,7,1000,353.0890673,0,FALSE,NA,""
"mpm","Yosondúa Mixtec","Otomanguean","Mesoamerica",1.34706175327301,7.03148555755615,0,0.08333333581686,3,5000,117.4860106,0,FALSE,NA,""
"mpq","Matís","Panoan","NE-South-America",NA,NA,0,0.785714268684387,7,240,14.78683134,0,FALSE,NA,""
"mps","Dadibi","Trans-New-Guinea","Interior-New-Guinea",1.22297179698944,7.91669273376465,0,NA,NA,10000,1442.124423,0,FALSE,NA,""
"mpt","Mian","Trans-New-Guinea","",1.37142312526703,9.72257518768311,0,0.699999988079071,10,1400,2055.461616,0,FALSE,NA,""
"mpx","Misima-Paneati","Austronesian","",1.44608688354492,8.38651752471924,0,NA,NA,18000,305.9032047,0,FALSE,"tte:myw:nmw:tgo:yle",""
"mqb","Mbuko","Afro-Asiatic","",1.40887475013733,7.68824911117554,0,NA,NA,13000,67.97598258,0,FALSE,NA,""
"mqf","Momuna","Somahai","S-New-Guinea",NA,NA,0,1,2,2000,3534.888466,0,FALSE,NA,""
"mqj","Mamasa","Austronesian","Oceania",1.40542590618134,9.46701812744141,0,NA,NA,100000,2594.770615,0,FALSE,NA,""
"mqs","West Makian","West-Papuan","Oceania",NA,NA,0,0.518518507480621,9,12000,280.5336008,0,FALSE,NA,""
"mqy","Manggarai","Austronesian","Oceania",1.60299730300903,8.757248878479,0,0.16666667163372,6,500000,5319.209505,0,FALSE,NA,""
"mra","Mlabri","Austro-Asiatic","Southeast-Asia",NA,NA,0,0.16666667163372,2,324,591.2180982,0,FALSE,NA,""
"mrc","Maricopa","Cochimí-Yuman","Basin-and-Plains",NA,NA,0,0.749900817871094,24,160,275.8180361,0,FALSE,NA,""
"mrg","Miri","Sino-Tibetan","Indic",NA,NA,0,0.892857134342194,4.5,571000,NA,0,FALSE,NA,""
"mrh","Mara Chin","Sino-Tibetan","Southeast-Asia",NA,NA,0,0.16666667163372,6,42000,2497.622147,0,FALSE,"zyp",""
"mri","Maori","Austronesian","Oceania",1.41476881504059,7.21907520294189,0,0.194135800004005,27,60000,31775.98822,0,FALSE,NA,""
"mrq","North Marquesan","Austronesian","Oceania",NA,NA,0,0.200000002980232,5,3400,588.9453619,0,FALSE,NA,""
"mrt","Marghi Central","Afro-Asiatic","African-Savannah",NA,NA,0,0.553571403026581,14,158000,8890.997537,0,FALSE,"ckl",""
"mrw","Maranao","Austronesian","Oceania",1.45876395702362,7.77745962142944,0,NA,NA,776000,5357.106715,0,FALSE,NA,""
"mrz","Marind","Trans-New-Guinea","S-New-Guinea",NA,NA,0,0.603205144405365,13,7000,13986.23889,0,FALSE,"mok:jei",""
"msb","Masbatenyo","Austronesian","",1.53534948825836,NA,0.416666656732559,NA,NA,350000,3195.24645,1,TRUE,"srv",""
"msj","Ma","Niger-Congo","S-Africa",NA,NA,0,1,3,4700,1258.299239,0,FALSE,NA,""
"msk","Mansaka","Austronesian","",1.26551902294159,NA,0,NA,NA,57800,3672.035941,0,FALSE,"mry",""
"msm","Agusan Manobo","Austronesian","",1.39575493335724,7.93662261962891,0,NA,NA,60000,9512.800163,0,FALSE,"mqk",""
"mso","Mombum","Trans-New-Guinea","S-New-Guinea",NA,NA,0,1,1,250,712.6528578,0,FALSE,NA,""
"msu","Musom","Austronesian","N-Coast-New-Guinea",NA,NA,0,0.5,4,200,153.6696997,0,FALSE,NA,""
"msy","Aruamu","Ramu-Lower-Sepik","N-Coast-New-Guinea",1.35952365398407,9.12074756622314,0,1,2,8000,437.7950103,0,FALSE,NA,""
"mta","Cotabato Manobo","Austronesian","",1.28686165809631,7.66730403900147,0,NA,NA,30000,1446.293808,0,FALSE,"tiy",""
"mte","Mono","Austronesian","Oceania",NA,NA,0,0.5,4,3340,410.0474999,0,FALSE,NA,""
"mtg","Una","Trans-New-Guinea","Interior-New-Guinea",NA,NA,0,0.666176497936249,17,4000,2134.162592,0,FALSE,NA,""
"mti","Maiwa","Trans-New-Guinea","",1.58537328243256,8.81689643859863,0,NA,NA,1400,1042.722148,0,FALSE,"jma",""
"mtj","Moskona","East-Bird’s-Head-Sentani","N-Coast-New-Guinea",1.22476434707642,7.64355278015137,0,NA,NA,8000,4421.037469,0,FALSE,NA,""
"mto","Totontepec Mixe","Mixe-Zoquean","Mesoamerica",1.10700368881226,8.18401527404785,0,NA,NA,5200,438.0913874,0,FALSE,NA,""
"mtp","Wichí Lhamtés Nocten","Matacoan","",1.30732822418213,8.5080738067627,0,NA,NA,1910,7592.232194,0,FALSE,NA,""
"mua","Mundang","Niger-Congo","African-Savannah",NA,NA,0,0.46428570151329,7,235700,6571.221681,0,FALSE,"mcs",""
"mug","Musgu","Afro-Asiatic","African-Savannah",NA,NA,0,0.333333343267441,9,85900,5362.383418,0,FALSE,NA,""
"muh","Mündü","Niger-Congo","African-Savannah",1.29311323165894,7.41847848892212,0,NA,NA,25800,4573.370124,0,FALSE,"avu:bdh",""
"mur","Murle","Nilo-Saharan","African-Savannah",1.62148404121399,8.93308448791504,0,0.647916674613953,16,60200,14657.86788,0,FALSE,NA,""
"mus","Muskogee","Muskogean","E-North-America",NA,NA,0,1,5,4300,594.1901077,0,FALSE,"ncz",""
"mux","Mbo-Ung","Trans-New-Guinea","",1.23205041885376,9.16521739959717,0,NA,NA,40900,620.6722495,0,FALSE,NA,""
"muy","Muyang","Afro-Asiatic","",1.3885246515274,8.26951503753662,0,NA,NA,30000,117.2992807,0,FALSE,NA,""
"muz","Mursi","Nilo-Saharan","Greater-Abyssinia",NA,NA,0.004579741507769,0.857142865657806,7,3280,2115.515269,0,TRUE,"xwg",""
"mva","Manam","Austronesian","N-Coast-New-Guinea",1.34010899066925,8.76401233673096,0,0.529761910438538,14,7950,87.42940922,0,FALSE,"kbw",""
"mvf","Peripheral Mongolian","Altaic","Inner-Asia",NA,NA,0,1,4,3380000,991085.5113,0,FALSE,"dta:evn:xal:orh:tyv",""
"mvn","Minaveha","Austronesian","S-New-Guinea",1.34100544452667,NA,0,1,1,2300,83.67653447,0,FALSE,"klx",""
"mvp","Duri","Austronesian","",1.423215508461,9.14771938323975,0,NA,NA,95000,737.0685172,0,FALSE,NA,""
"mwe","Mwera","Niger-Congo","S-Africa",NA,NA,0,0.96875,8,469000,15515.19956,0,FALSE,NA,""
"mwf","Murrinh-Patha","Australian","N-Australia",NA,7.83234357833862,0,0.625,2,1430,4241.105918,0,FALSE,"zmg",""
"mwm","Sar","Nilo-Saharan","",1.50958359241486,NA,NA,NA,NA,183000,8486.637932,1,FALSE,"gvl:kvi:nmc:tmc:tug",""
"mwp","Kala Lagaw Ya","Australian","N-Australia",NA,NA,0,0.875,1,930,810.9982828,0,FALSE,NA,""
"mwq","Mün Chin","Sino-Tibetan","",1.25574338436127,7.44323921203613,0,NA,NA,30000,7551.776606,0,FALSE,"dao:ckn:weu",""
"mwv","Mentawai","Austronesian","Southeast-Asia",1.3646160364151,9.04051876068115,0,1,1,58000,6090.053089,0,FALSE,NA,""
"mww","Hmong Daw","Hmong-Mien","Southeast-Asia",1.25390982627869,7.7266583442688,0,0.25,1,435400,23057.27874,0,FALSE,NA,""
"mxb","Tezoatlán Mixtec","Otomanguean","",1.2725293636322,7.93852090835571,0,NA,NA,6200,139.1817565,0,FALSE,NA,""
"mxj","Miju-Mishmi","Sino-Tibetan","Indic",NA,NA,0,1,2,18200,3693.788923,0,FALSE,NA,""
"mxk","Monumbo","Torricelli","N-Coast-New-Guinea",NA,NA,0,0.625,2,410,20.91377819,0,FALSE,NA,""
"mxp","Tlahuitoltepec Mixe","Mixe-Zoquean","Mesoamerica",1.48005390167236,8.65148448944092,0,1,1,5000,194.0069799,0,FALSE,NA,""
"mxq","Juquila Mixe","Mixe-Zoquean","",1.50708663463593,9.02763366699219,0,NA,NA,8000,301.9677242,0,FALSE,NA,""
"mxt","Jamiltepec Mixtec","Otomanguean","Mesoamerica",1.29361736774445,7.34443759918213,0,0,2,10000,112.7537359,0,FALSE,"vmj",""
"mxu","Mada","Afro-Asiatic","African-Savannah",NA,NA,0,0,2,17000,50.45471439,0,FALSE,"udl",""
"mxx","Mahou","Niger-Congo","African-Savannah",NA,NA,0,0,10,169000,8185.995387,0,FALSE,NA,""
"mya","Burmese","Sino-Tibetan","Southeast-Asia",1.25825178623199,NA,0.233232885599136,0.334474205970764,24,32300000,214756.8114,1,TRUE,NA,""
"myb","Mbay","Nilo-Saharan","African-Savannah",1.75561237335205,8.8430290222168,0,0.8125,8,88300,4252.731753,0,FALSE,NA,""
"mye","Myene","Niger-Congo","S-Africa",NA,NA,0,0,1,46700,16477.2155,0,FALSE,NA,""
"myk","Mamara Senoufo","Niger-Congo","",1.49732267856598,7.6906213760376,0,NA,NA,738000,15588.41384,0,FALSE,NA,""
"mym","Me'en","Nilo-Saharan","Greater-Abyssinia",NA,NA,0.040050856769085,0.875,8,80000,9196.881011,0,TRUE,"xwg",""
"myp","Pirahã","Muran","NE-South-America",NA,NA,0,0.522360265254974,23,360,2319.272881,0,FALSE,NA,""
"myu","Mundurukú","Tupian","NE-South-America",1.45191967487335,9.10785961151123,0,0.75,3,10100,43579.63386,0,FALSE,"apn",""
"myv","Erzya","Uralic","Inner-Asia",1.75850284099579,10.6491355895996,0,0.899999976158142,10,614000,8190.950044,0,FALSE,NA,""
"myw","Muyuw","Austronesian","S-New-Guinea",1.5206264257431,9.65319633483887,0,NA,NA,6000,955.3225659,0,FALSE,"btp",""
"myx","Masaba","Niger-Congo","",1.50493514537811,10.150933265686,0,NA,NA,1120000,2028.565637,0,FALSE,NA,""
"myy","Macuna","Tucanoan","NE-South-America",1.27068316936493,8.96871089935303,0,NA,NA,1110,2414.365443,0,FALSE,"tnc:bao",""
"mzb","Tumzabt","Afro-Asiatic","N-Africa",NA,NA,0,1,1,70000,8713.581976,0,FALSE,NA,""
"mzh","Wichí Lhamtés Güisnay","Matacoan","",1.43044519424438,8.60434532165527,0,0.446428567171097,25,15000,11392.03843,0,FALSE,NA,""
"mzk","Nigeria Mambila","Niger-Congo","African-Savannah",1.47029399871826,7.66921186447144,0,NA,NA,99000,1774.542644,0,FALSE,NA,""
"mzl","Mazatlán Mixe","Mixe-Zoquean","",1.19073677062988,8.43871212005615,0,NA,NA,19200,1052.529345,0,FALSE,NA,""
"mzm","Mumuye","Niger-Congo","African-Savannah",1.29309213161469,7.10595512390137,0,0.143939390778542,11,400000,6160.457892,0,FALSE,"muo:ynq:yot",""
"mzn","Mazanderani","Indo-European","Greater-Mesopotamia",NA,NA,0,0.5,2,3270000,25547.26628,0,FALSE,NA,""
"mzp","Movima","Language-isolate","NE-South-America",NA,NA,0,0.333333343267441,3,1450,2962.07221,0,FALSE,NA,""
"mzw","Deg","Niger-Congo","",1.65374767780304,7.90597057342529,0,NA,NA,26400,2760.357291,0,FALSE,NA,""
"mzz","Maiadomu","Austronesian","",1.38402593135834,9.06575393676758,0,NA,NA,730,131.1697095,0,FALSE,"gvs",""
"nab","Southern Nambikuára","Nambiquaran","NE-South-America",0.990492224693298,11.7479677200317,0,0.871428549289703,10,1150,21524.73062,0,FALSE,NA,""
"naf","Nabak","Trans-New-Guinea","N-Coast-New-Guinea",1.46864235401154,9.8667459487915,0,0.740740716457367,9,16000,357.5131503,0,FALSE,"nop",""
"nag","Naga Pidgin","Creole","Southeast-Asia",NA,NA,NA,0.5,1,30000,435.1239834,1,FALSE,"njm:nbc:dis:nbe:njh:nmh:nph:npo:sch:nsa:nre:nsm:yim",""
"nak","Nakanai","Austronesian","N-Coast-New-Guinea",1.1481226682663,7.41080141067505,0,0.493055552244186,12,13000,1169.736819,0,FALSE,NA,""
"nal","Nalik","Austronesian","N-Coast-New-Guinea",NA,NA,0,0,2,5140,287.8485135,0,FALSE,NA,""
"nam","Nangikurrunggurr","Australian","N-Australia",NA,NA,0,0.899999976158142,3.5,220,10857.40558,0,FALSE,NA,""
"nan","Min Nan Chinese","Sino-Tibetan","Southeast-Asia",1.58246624469757,8.6450252532959,NA,NA,NA,40700000,83308.79709,1,FALSE,"onb:shx:huq",""
"naq","Nama","Khoisan","S-Africa",1.67933797836304,8.73351192474365,0,0.396031737327576,24,251100,139925.7656,0,FALSE,"hgm",""
"nas","Naasioi","South-Bougainville","Oceania",1.41833603382111,10.3470678329468,0,0.714285731315613,7,20000,894.2270391,0,FALSE,NA,""
"nau","Nauruan","Austronesian","Oceania",NA,NA,0.097087375819683,1,1,6000,18.26055485,1,TRUE,"gil:kos:mah:tvl",""
"nav","Navajo","Eyak-Athabaskan","Basin-and-Plains",NA,NA,0,0.506578922271729,19,149000,59896.65411,0,FALSE,NA,""
"nbc","Chang Naga","Sino-Tibetan","Southeast-Asia",NA,NA,0,0.666666686534882,9,60900,212.4571863,0,FALSE,NA,""
"nbi","Mao Naga","Sino-Tibetan","Southeast-Asia",NA,NA,0,0.535714268684387,7,81000,716.230325,0,FALSE,NA,""
"nbj","Ngarinman","Australian","N-Australia",NA,NA,0,0.75,4,170,18233.97352,0,FALSE,"djd",""
"nbl","Ndebele","Niger-Congo","S-Africa",1.70995903015137,11.690637588501,0.562249004840851,0.699999988079071,10,640000,1774.355943,1,TRUE,NA,""
"nbm","Ngbaka Ma'bo","Niger-Congo","S-Africa",NA,NA,0,0.375,2,99000,8107.43937,0,FALSE,NA,""
"nbq","Nggem","Trans-New-Guinea","",1.27350461483002,8.93875217437744,0,NA,NA,4400,1036.113438,0,FALSE,NA,""
"nca","Iyo","Trans-New-Guinea","N-Coast-New-Guinea",1.38269877433777,9.1484317779541,0,NA,NA,6900,474.3741083,0,FALSE,NA,""
"ncb","Central Nicobarese","Austro-Asiatic","Southeast-Asia",NA,NA,0,0.333333343267441,3,10100,360.1339473,0,FALSE,NA,""
"nce","Yale","Language-isolate","N-Coast-New-Guinea",NA,NA,0,0.833333313465118,6,600,480.9869968,0,FALSE,NA,""
"ncg","Nisga'a","Tsimshian","Alaska-Oregon",NA,NA,0.635593235492706,0.142857149243355,10,920,211.3460715,0,TRUE,NA,""
"nch","Central Huasteca Nahuatl","Uto-Aztecan","",1.31816220283508,8.85249423980713,0,NA,NA,200000,2320.675374,0,FALSE,NA,""
"ncj","Northern Puebla Nahuatl","Uto-Aztecan","Mesoamerica",1.32977056503296,8.62716579437256,0,0.800000011920929,5,60000,375.4435861,0,FALSE,NA,""
"nck","Nakara","Australian","N-Australia",NA,NA,0,0.583333313465118,3,88,247.3863081,0,FALSE,NA,""
"ncl","Michoacán Nahuatl","Uto-Aztecan","Mesoamerica",1.41322040557861,8.85043907165527,0,0.625,8,3000,371.5299538,0,FALSE,NA,""
"ncu","Chumburung","Niger-Congo","African-Savannah",1.26999521255493,7.75408840179443,0,NA,NA,69000,1846.551712,0,FALSE,NA,""
"nde","Ndebele","Niger-Congo","",1.70956993103027,11.6862602233887,NA,NA,NA,1567000,87062.86112,1,FALSE,"kck:nmq",""
"ndi","Samba Leko","Niger-Congo","African-Savannah",NA,NA,0,0,1,62000,2206.566194,0,FALSE,NA,""
"ndo","Ndonga","Niger-Congo","S-Africa",1.58417940139771,9.72167491912842,0,0.583333313465118,12,1070000,55070.98709,0,FALSE,NA,""
"ndp","Ndo","Nilo-Saharan","",1.53186249732971,9.3280782699585,0,NA,NA,133800,2182.070442,0,FALSE,NA,""
"nds","Low Saxon","Indo-European","Europe",1.72641813755035,9.00277900695801,0,NA,NA,1000,NA,0,FALSE,"frr",""
"ndt","Ndunga","Niger-Congo","S-Africa",NA,NA,0,0.5,6,2500,205.8002732,0,FALSE,NA,""
